Time:2026/08/05 16:10:15
Observation Period:20.0s Sampling Interval:1ms
Elapsed Time,CH01,CH02,CH03,CH04,
Unit,[MPa],[MPa],[MPa],[MPa],
14.582,0.00,0.07,0.46,0.36,
14.583,0.01,0.10,0.42,0.23,
14.584,0.00,0.03,0.47,0.18,
14.585,0.00,0.12,0.42,0.37,
14.586,0.00,0.00,0.46,0.40,
14.587,0.00,0.15,0.40,0.40,
14.588,0.03,0.24,0.43,0.31,
14.589,0.00,0.08,0.33,0.30,
14.590,0.02,0.00,0.50,0.28,
14.591,0.04,0.07,0.40,0.26,
14.592,0.12,0.02,0.44,0.31,
14.593,0.00,0.33,0.35,0.30,
14.594,0.02,0.22,0.44,0.32,
14.595,0.02,0.01,0.40,0.35,
14.596,0.10,0.10,0.40,0.35,
14.597,0.02,0.18,0.35,0.23,
14.598,0.06,0.14,0.34,0.26,
14.599,0.06,0.04,0.37,0.27,
14.600,0.03,0.06,0.36,0.27,
14.601,0.00,0.17,0.34,0.24,
14.602,0.07,0.17,0.29,0.23,
14.603,0.02,0.17,0.30,0.34,
14.604,0.00,0.01,0.27,0.31,
14.605,0.03,0.02,0.44,0.28,
14.606,0.00,0.12,0.40,0.36,
14.607,0.02,0.18,0.31,0.24,
14.608,0.04,0.15,0.41,0.17,
14.609,0.00,0.03,0.42,0.38,
14.610,0.09,0.04,0.36,0.27,
14.611,0.00,0.07,0.37,0.32,
14.612,0.00,0.20,0.31,0.29,
14.613,0.03,0.09,0.17,0.37,
14.614,0.09,0.08,0.30,0.26,
14.615,0.00,0.13,0.28,0.34,
14.616,0.06,0.03,0.29,0.25,
14.617,0.00,0.10,0.30,0.39,
14.618,0.05,0.06,0.37,0.34,
14.619,0.00,0.02,0.44,0.30,
14.620,0.00,0.12,0.38,0.31,
14.621,0.09,0.05,0.48,0.37,
14.622,0.07,0.07,0.45,0.30,
14.623,0.05,0.09,0.54,0.28,
14.624,0.03,0.06,0.52,0.29,
14.625,0.00,0.10,0.39,0.35,
14.626,0.02,0.04,0.55,0.43,
14.627,0.00,0.07,0.50,0.42,
14.628,0.04,0.08,0.42,0.29,
14.629,0.09,0.10,0.43,0.42,
14.630,0.00,0.23,0.43,0.31,
14.631,0.01,0.15,0.32,0.26,
14.632,0.00,0.13,0.53,0.39,
14.633,0.05,0.11,0.49,0.34,
14.634,0.00,0.07,0.48,0.23,
14.635,0.00,0.13,0.42,0.28,
14.636,0.00,0.01,0.50,0.27,
14.637,0.00,0.08,0.39,0.37,
14.638,0.01,0.18,0.55,0.35,
14.639,0.00,0.11,0.54,0.33,
14.640,0.00,0.10,0.45,0.53,
14.641,0.01,0.16,0.49,0.34,
14.642,0.04,0.08,0.46,0.21,
14.643,0.05,0.27,0.45,0.20,
14.644,0.01,0.17,0.34,0.34,
14.645,0.00,0.19,0.40,0.30,
14.646,0.09,0.27,0.43,0.28,
14.647,0.02,0.19,0.32,0.37,
14.648,0.00,0.15,0.29,0.41,
14.649,0.00,0.23,0.37,0.49,
14.650,0.04,0.14,0.26,0.30,
14.651,0.00,0.17,0.35,0.33,
14.652,0.00,0.17,0.37,0.31,
14.653,0.00,0.29,0.51,0.28,
14.654,0.01,0.27,0.49,0.26,
14.655,0.00,0.13,0.43,0.20,
14.656,0.06,0.05,0.43,0.30,
14.657,0.00,0.12,0.38,0.36,
14.658,0.00,0.09,0.41,0.30,
14.659,0.00,0.17,0.43,0.39,
14.660,0.00,0.24,0.37,0.24,
14.661,0.00,0.10,0.28,0.39,
14.662,0.00,0.10,0.40,0.36,
14.663,0.00,0.10,0.40,0.42,
14.664,0.06,0.04,0.43,0.39,
14.665,0.04,0.12,0.26,0.24,
14.666,0.01,0.10,0.33,0.28,
14.667,0.04,0.10,0.40,0.23,
14.668,0.02,0.24,0.32,0.30,
14.669,0.05,0.15,0.36,0.42,
14.670,0.08,0.07,0.40,0.23,
14.671,0.03,0.05,0.33,0.28,
14.672,0.02,0.06,0.33,0.30,
14.673,0.00,0.12,0.34,0.28,
14.674,0.11,0.08,0.42,0.39,
14.675,0.01,0.28,0.30,0.30,
14.676,0.00,0.21,0.48,0.39,
14.677,0.00,0.23,0.39,0.32,
14.678,0.00,0.12,0.29,0.28,
14.679,0.06,0.22,0.28,0.30,
14.680,0.02,0.13,0.35,0.17,
14.681,0.09,0.16,0.44,0.34,
14.682,0.15,0.19,0.43,0.28,
14.683,0.13,0.22,0.41,0.25,
14.684,0.05,0.11,0.31,0.31,
14.685,0.07,0.27,0.39,0.28,
14.686,0.07,0.11,0.27,0.20,
14.687,0.00,0.14,0.28,0.30,
14.688,0.07,0.03,0.52,0.35,
14.689,0.00,0.24,0.34,0.30,
14.690,0.00,0.06,0.36,0.28,
14.691,0.06,0.09,0.40,0.19,
14.692,0.00,0.00,0.41,0.14,
14.693,0.00,0.20,0.37,0.29,
14.694,0.04,0.15,0.37,0.28,
14.695,0.05,0.11,0.48,0.30,
14.696,0.07,0.14,0.41,0.35,
14.697,0.00,0.13,0.49,0.24,
14.698,0.10,0.18,0.41,0.27,
14.699,0.00,0.15,0.46,0.27,
14.700,0.00,0.14,0.38,0.25,
14.701,0.00,0.19,0.38,0.28,
14.702,0.01,0.17,0.33,0.23,
14.703,0.18,0.11,0.44,0.39,
14.704,0.05,0.13,0.52,0.34,
14.705,0.00,0.21,0.35,0.24,
14.706,0.00,0.04,0.34,0.35,
14.707,0.04,0.02,0.45,0.33,
14.708,0.01,0.08,0.42,0.33,
14.709,0.00,0.02,0.40,0.35,
14.710,0.00,0.16,0.52,0.33,
14.711,0.00,0.09,0.45,0.31,
14.712,0.00,0.25,0.44,0.35,
14.713,0.07,0.12,0.36,0.41,
14.714,0.00,0.04,0.38,0.37,
14.715,0.09,0.09,0.46,0.35,
14.716,0.10,0.07,0.40,0.33,
14.717,0.05,0.07,0.40,0.27,
14.718,0.00,0.02,0.46,0.34,
14.719,0.00,0.00,0.35,0.37,
14.720,0.02,0.12,0.45,0.32,
14.721,0.06,0.17,0.27,0.38,
14.722,0.11,0.05,0.51,0.45,
14.723,0.07,0.05,0.42,0.46,
14.724,0.00,0.10,0.49,0.34,
14.725,0.04,0.11,0.27,0.39,
14.726,0.00,0.04,0.33,0.20,
14.727,0.09,0.05,0.49,0.32,
14.728,0.05,0.09,0.36,0.33,
14.729,0.12,0.17,0.40,0.34,
14.730,0.00,0.02,0.41,0.27,
14.731,0.08,0.06,0.35,0.32,
14.732,0.07,0.14,0.53,0.39,
14.733,0.13,0.01,0.45,0.47,
14.734,0.05,0.14,0.38,0.32,
14.735,0.02,0.21,0.47,0.33,
14.736,0.06,0.04,0.49,0.41,
14.737,0.02,0.10,0.41,0.37,
14.738,0.02,0.13,0.43,0.28,
14.739,0.01,0.13,0.38,0.28,
14.740,0.13,0.08,0.38,0.23,
14.741,0.14,0.23,0.37,0.29,
14.742,0.13,0.14,0.40,0.35,
14.743,0.05,0.11,0.27,0.33,
14.744,0.09,0.11,0.34,0.43,
14.745,0.20,0.13,0.35,0.31,
14.746,0.03,0.12,0.33,0.23,
14.747,0.00,0.07,0.34,0.37,
14.748,0.00,0.08,0.31,0.28,
14.749,0.03,0.17,0.36,0.33,
14.750,0.07,0.06,0.33,0.35,
14.751,0.00,0.08,0.42,0.33,
14.752,0.03,0.04,0.40,0.34,
14.753,0.05,0.09,0.34,0.23,
14.754,0.05,0.12,0.42,0.21,
14.755,0.03,0.15,0.36,0.28,
14.756,0.01,0.10,0.22,0.26,
14.757,0.01,0.12,0.40,0.29,
14.758,0.07,0.05,0.32,0.30,
14.759,0.10,0.00,0.36,0.34,
14.760,0.05,0.18,0.33,0.37,
14.761,0.10,0.03,0.31,0.41,
14.762,0.03,0.00,0.38,0.32,
14.763,0.00,0.07,0.43,0.29,
14.764,0.01,0.07,0.33,0.37,
14.765,0.04,0.18,0.42,0.08,
14.766,0.05,0.18,0.26,0.25,
14.767,0.00,0.14,0.31,0.27,
14.768,0.11,0.19,0.17,0.20,
14.769,0.14,0.15,0.18,0.26,
14.770,0.03,0.10,0.31,0.25,
14.771,0.06,0.15,0.24,0.24,
14.772,0.00,0.16,0.28,0.25,
14.773,0.06,0.03,0.35,0.33,
14.774,0.10,0.12,0.32,0.29,
14.775,0.12,0.07,0.42,0.31,
14.776,0.02,0.06,0.34,0.42,
14.777,0.00,0.08,0.37,0.39,
14.778,0.03,0.15,0.46,0.26,
14.779,0.10,0.00,0.40,0.32,
14.780,0.05,0.14,0.40,0.35,
14.781,0.10,0.21,0.39,0.39,
14.782,0.06,0.19,0.32,0.26,
14.783,0.01,0.07,0.41,0.26,
14.784,0.00,0.10,0.38,0.35,
14.785,0.08,0.18,0.41,0.32,
14.786,0.09,0.18,0.37,0.34,
14.787,0.16,0.24,0.38,0.37,
14.788,0.20,0.18,0.44,0.40,
14.789,0.05,0.08,0.37,0.34,
14.790,0.12,0.15,0.35,0.30,
14.791,0.06,0.07,0.36,0.30,
14.792,0.02,0.17,0.44,0.30,
14.793,0.10,0.04,0.31,0.37,
14.794,0.00,0.11,0.36,0.40,
14.795,0.04,0.11,0.39,0.43,
14.796,0.10,0.14,0.50,0.31,
14.797,0.04,0.12,0.42,0.31,
14.798,0.00,0.10,0.32,0.50,
14.799,0.10,0.04,0.31,0.26,
14.800,0.02,0.03,0.26,0.27,
14.801,0.11,0.13,0.40,0.39,
14.802,0.04,0.01,0.26,0.33,
14.803,0.09,0.09,0.38,0.28,
14.804,0.02,0.00,0.45,0.20,
14.805,0.06,0.11,0.31,0.25,
14.806,0.07,0.17,0.29,0.26,
14.807,0.10,0.14,0.29,0.37,
14.808,0.07,0.05,0.40,0.19,
14.809,0.00,0.10,0.36,0.24,
14.810,0.12,0.16,0.35,0.27,
14.811,0.09,0.10,0.42,0.41,
14.812,0.00,0.07,0.26,0.30,
14.813,0.01,0.19,0.35,0.33,
14.814,0.04,0.18,0.26,0.34,
14.815,0.00,0.14,0.47,0.37,
14.816,0.03,0.12,0.28,0.19,
14.817,0.05,0.25,0.23,0.32,
14.818,0.10,0.05,0.34,0.42,
14.819,0.16,0.10,0.39,0.28,
14.820,0.07,0.20,0.38,0.32,
14.821,0.08,0.12,0.45,0.31,
14.822,0.16,0.11,0.35,0.37,
14.823,0.00,0.20,0.37,0.38,
14.824,0.00,0.22,0.47,0.28,
14.825,0.09,0.17,0.48,0.42,
14.826,0.07,0.10,0.30,0.30,
14.827,0.10,0.18,0.40,0.29,
14.828,0.14,0.09,0.32,0.16,
14.829,0.07,0.09,0.33,0.21,
14.830,0.05,0.20,0.29,0.26,
14.831,0.07,0.17,0.26,0.13,
14.832,0.12,0.23,0.26,0.27,
14.833,0.07,0.00,0.35,0.30,
14.834,0.01,0.09,0.39,0.33,
14.835,0.00,0.19,0.43,0.34,
14.836,0.06,0.23,0.31,0.26,
14.837,0.09,0.00,0.44,0.39,
14.838,0.09,0.06,0.38,0.32,
14.839,0.18,0.14,0.41,0.34,
14.840,0.22,0.07,0.34,0.44,
14.841,0.09,0.23,0.43,0.24,
14.842,0.08,0.12,0.34,0.38,
14.843,0.10,0.29,0.34,0.33,
14.844,0.00,0.13,0.48,0.22,
14.845,0.07,0.07,0.53,0.27,
14.846,0.11,0.22,0.32,0.24,
14.847,0.25,0.15,0.37,0.33,
14.848,0.12,0.10,0.35,0.25,
14.849,0.11,0.12,0.31,0.39,
14.850,0.03,0.10,0.41,0.33,
14.851,0.00,0.24,0.30,0.35,
14.852,0.02,0.18,0.32,0.38,
14.853,0.10,0.18,0.42,0.33,
14.854,0.09,0.11,0.34,0.31,
14.855,0.03,0.08,0.30,0.40,
14.856,0.07,0.26,0.41,0.35,
14.857,0.17,0.26,0.26,0.23,
14.858,0.11,0.18,0.26,0.44,
14.859,0.14,0.23,0.25,0.49,
14.860,0.11,0.23,0.24,0.23,
14.861,0.16,0.17,0.43,0.26,
14.862,0.15,0.08,0.40,0.33,
14.863,0.08,0.14,0.32,0.20,
14.864,0.05,0.20,0.33,0.32,
14.865,0.02,0.25,0.38,0.24,
14.866,0.04,0.13,0.38,0.32,
14.867,0.03,0.08,0.36,0.36,
14.868,0.11,0.12,0.35,0.36,
14.869,0.21,0.07,0.37,0.32,
14.870,0.15,0.24,0.41,0.49,
14.871,0.14,0.19,0.36,0.31,
14.872,0.24,0.12,0.44,0.35,
14.873,0.10,0.15,0.35,0.26,
14.874,0.13,0.21,0.34,0.38,
14.875,0.10,0.08,0.32,0.32,
14.876,0.10,0.10,0.33,0.36,
14.877,0.04,0.09,0.36,0.36,
14.878,0.08,0.14,0.34,0.42,
14.879,0.18,0.12,0.32,0.43,
14.880,0.11,0.23,0.25,0.37,
14.881,0.13,0.13,0.29,0.27,
14.882,0.08,0.20,0.37,0.42,
14.883,0.05,0.17,0.43,0.49,
14.884,0.02,0.23,0.30,0.42,
14.885,0.11,0.22,0.27,0.24,
14.886,0.06,0.14,0.37,0.35,
14.887,0.08,0.22,0.29,0.21,
14.888,0.02,0.18,0.28,0.39,
14.889,0.10,0.16,0.26,0.38,
14.890,0.09,0.10,0.28,0.33,
14.891,0.03,0.00,0.34,0.33,
14.892,0.07,0.00,0.32,0.28,
14.893,0.16,0.11,0.32,0.30,
14.894,0.06,0.23,0.13,0.30,
14.895,0.00,0.09,0.29,0.45,
14.896,0.00,0.06,0.17,0.39,
14.897,0.13,0.22,0.28,0.38,
14.898,0.08,0.15,0.38,0.37,
14.899,0.03,0.02,0.27,0.40,
14.900,0.00,0.20,0.33,0.33,
14.901,0.08,0.00,0.40,0.34,
14.902,0.06,0.10,0.26,0.31,
14.903,0.00,0.00,0.32,0.41,
14.904,0.04,0.10,0.32,0.30,
14.905,0.03,0.13,0.38,0.30,
14.906,0.07,0.13,0.36,0.33,
14.907,0.05,0.01,0.31,0.33,
14.908,0.00,0.10,0.46,0.38,
14.909,0.05,0.00,0.36,0.44,
14.910,0.03,0.11,0.42,0.32,
14.911,0.00,0.05,0.36,0.37,
14.912,0.00,0.13,0.31,0.29,
14.913,0.06,0.21,0.23,0.27,
14.914,0.03,0.01,0.33,0.30,
14.915,0.10,0.05,0.45,0.30,
14.916,0.09,0.00,0.39,0.26,
14.917,0.14,0.12,0.34,0.33,
14.918,0.19,0.21,0.39,0.31,
14.919,0.04,0.10,0.42,0.20,
14.920,0.00,0.04,0.38,0.21,
14.921,0.04,0.14,0.40,0.17,
14.922,0.12,0.23,0.35,0.20,
14.923,0.09,0.07,0.42,0.32,
14.924,0.07,0.10,0.33,0.33,
14.925,0.10,0.16,0.27,0.26,
14.926,0.00,0.16,0.25,0.36,
14.927,0.05,0.23,0.27,0.26,
14.928,0.00,0.19,0.31,0.38,
14.929,0.01,0.01,0.29,0.29,
14.930,0.00,0.03,0.41,0.34,
14.931,0.05,0.00,0.40,0.34,
14.932,0.04,0.18,0.41,0.21,
14.933,0.03,0.03,0.35,0.32,
14.934,0.10,0.00,0.46,0.29,
14.935,0.03,0.15,0.35,0.23,
14.936,0.05,0.20,0.35,0.32,
14.937,0.05,0.17,0.24,0.30,
14.938,0.08,0.11,0.32,0.31,
14.939,0.13,0.16,0.31,0.34,
14.940,0.12,0.08,0.44,0.34,
14.941,0.05,0.13,0.34,0.31,
14.942,0.12,0.00,0.34,0.31,
14.943,0.14,0.17,0.34,0.42,
14.944,0.08,0.22,0.37,0.27,
14.945,0.12,0.16,0.27,0.29,
14.946,0.00,0.14,0.24,0.40,
14.947,0.03,0.07,0.34,0.39,
14.948,0.08,0.11,0.27,0.32,
14.949,0.05,0.11,0.29,0.43,
14.950,0.11,0.11,0.34,0.38,
14.951,0.07,0.13,0.31,0.26,
14.952,0.09,0.15,0.22,0.31,
14.953,0.09,0.28,0.35,0.31,
14.954,0.05,0.17,0.29,0.40,
14.955,0.20,0.09,0.32,0.37,
14.956,0.22,0.09,0.41,0.34,
14.957,0.21,0.08,0.37,0.37,
14.958,0.04,0.04,0.40,0.31,
14.959,0.11,0.12,0.29,0.35,
14.960,0.08,0.21,0.32,0.35,
14.961,0.09,0.16,0.40,0.50,
14.962,0.06,0.14,0.38,0.45,
14.963,0.00,0.07,0.24,0.42,
14.964,0.07,0.05,0.29,0.42,
14.965,0.00,0.06,0.27,0.37,
14.966,0.00,0.22,0.17,0.47,
14.967,0.12,0.17,0.28,0.39,
14.968,0.00,0.15,0.23,0.20,
14.969,0.10,0.23,0.30,0.42,
14.970,0.01,0.13,0.30,0.31,
14.971,0.06,0.13,0.25,0.33,
14.972,0.05,0.14,0.27,0.39,
14.973,0.06,0.13,0.20,0.37,
14.974,0.06,0.22,0.29,0.18,
14.975,0.05,0.14,0.46,0.45,
14.976,0.01,0.07,0.26,0.12,
14.977,0.00,0.24,0.35,0.17,
14.978,0.06,0.16,0.27,0.30,
14.979,0.00,0.11,0.30,0.32,
14.980,0.00,0.06,0.36,0.42,
14.981,0.00,0.21,0.30,0.41,
14.982,0.02,0.00,0.25,0.38,
14.983,0.00,0.13,0.35,0.37,
14.984,0.05,0.16,0.19,0.28,
14.985,0.07,0.09,0.22,0.23,
14.986,0.00,0.19,0.30,0.32,
14.987,0.00,0.16,0.41,0.40,
14.988,0.09,0.20,0.40,0.33,
14.989,0.00,0.24,0.33,0.29,
14.990,0.01,0.07,0.37,0.24,
14.991,0.00,0.09,0.52,0.28,
14.992,0.01,0.01,0.41,0.35,
14.993,0.06,0.03,0.43,0.39,
14.994,0.00,0.14,0.32,0.28,
14.995,0.00,0.17,0.36,0.26,
14.996,0.09,0.16,0.35,0.29,
14.997,0.00,0.11,0.33,0.34,
14.998,0.13,0.08,0.39,0.33,
14.999,0.00,0.16,0.43,0.28,
15.000,0.11,0.10,0.31,0.32,
15.001,0.05,0.09,0.40,0.37,
15.002,0.09,0.09,0.25,0.17,
15.003,0.00,0.06,0.26,0.42,
15.004,0.00,0.04,0.25,0.38,
15.005,0.00,0.05,0.36,0.38,
15.006,0.00,0.10,0.23,0.22,
15.007,0.00,0.09,0.22,0.20,
15.008,0.05,0.06,0.43,0.21,
15.009,0.06,0.12,0.39,0.31,
15.010,0.05,0.05,0.35,0.29,
15.011,0.04,0.03,0.30,0.32,
15.012,0.02,0.11,0.33,0.35,
15.013,0.11,0.08,0.40,0.38,
15.014,0.00,0.09,0.30,0.22,
15.015,0.00,0.03,0.28,0.26,
15.016,0.00,0.02,0.39,0.24,
15.017,0.00,0.08,0.28,0.35,
15.018,0.08,0.11,0.23,0.19,
15.019,0.12,0.12,0.26,0.27,
15.020,0.13,0.15,0.33,0.20,
15.021,0.02,0.15,0.17,0.12,
15.022,0.07,0.24,0.33,0.35,
15.023,0.02,0.14,0.31,0.28,
15.024,0.05,0.15,0.35,0.30,
15.025,0.02,0.10,0.33,0.23,
15.026,0.00,0.02,0.33,0.33,
15.027,0.02,0.17,0.35,0.37,
15.028,0.08,0.28,0.32,0.34,
15.029,0.00,0.15,0.35,0.34,
15.030,0.00,0.25,0.27,0.32,
15.031,0.05,0.16,0.33,0.42,
15.032,0.00,0.07,0.25,0.36,
15.033,0.10,0.06,0.42,0.43,
15.034,0.00,0.02,0.34,0.37,
15.035,0.06,0.12,0.42,0.43,
15.036,0.03,0.12,0.25,0.41,
15.037,0.06,0.20,0.28,0.41,
15.038,0.06,0.00,0.37,0.31,
15.039,0.21,0.13,0.34,0.48,
15.040,0.02,0.11,0.31,0.39,
15.041,0.16,0.01,0.40,0.41,
15.042,0.13,0.14,0.36,0.37,
15.043,0.00,0.12,0.26,0.27,
15.044,0.09,0.03,0.30,0.39,
15.045,0.06,0.06,0.30,0.47,
15.046,0.00,0.14,0.27,0.48,
15.047,0.00,0.08,0.33,0.37,
15.048,0.07,0.22,0.25,0.43,
15.049,0.15,0.20,0.39,0.34,
15.050,0.04,0.07,0.35,0.20,
15.051,0.08,0.20,0.28,0.32,
15.052,0.06,0.12,0.32,0.37,
15.053,0.12,0.17,0.18,0.37,
15.054,0.10,0.16,0.29,0.30,
15.055,0.02,0.22,0.31,0.24,
15.056,0.09,0.12,0.29,0.34,
15.057,0.00,0.03,0.23,0.37,
15.058,0.00,0.06,0.32,0.43,
15.059,0.00,0.18,0.33,0.27,
15.060,0.00,0.13,0.27,0.26,
15.061,0.09,0.16,0.40,0.36,
15.062,0.02,0.09,0.29,0.26,
15.063,0.10,0.14,0.26,0.32,
15.064,0.02,0.07,0.25,0.41,
15.065,0.02,0.04,0.29,0.44,
15.066,0.06,0.10,0.26,0.40,
15.067,0.08,0.08,0.28,0.35,
15.068,0.01,0.01,0.29,0.28,
15.069,0.00,0.17,0.28,0.21,
15.070,0.00,0.24,0.24,0.40,
15.071,0.00,0.20,0.24,0.23,
15.072,0.00,0.04,0.33,0.38,
15.073,0.06,0.14,0.23,0.25,
15.074,0.00,0.13,0.24,0.44,
15.075,0.01,0.07,0.43,0.32,
15.076,0.00,0.08,0.37,0.35,
15.077,0.01,0.11,0.35,0.26,
15.078,0.09,0.09,0.24,0.30,
15.079,0.10,0.14,0.24,0.33,
15.080,0.00,0.15,0.25,0.33,
15.081,0.00,0.04,0.31,0.28,
15.082,0.00,0.08,0.33,0.34,
15.083,0.00,0.00,0.34,0.26,
15.084,0.00,0.05,0.25,0.39,
15.085,0.04,0.13,0.34,0.24,
15.086,0.00,0.00,0.39,0.26,
15.087,0.02,0.06,0.29,0.28,
15.088,0.01,0.20,0.31,0.39,
15.089,0.00,0.08,0.32,0.34,
15.090,0.05,0.12,0.41,0.33,
15.091,0.04,0.00,0.33,0.31,
15.092,0.06,0.21,0.40,0.32,
15.093,0.11,0.11,0.40,0.28,
15.094,0.01,0.11,0.27,0.31,
15.095,0.15,0.00,0.27,0.33,
15.096,0.08,0.07,0.20,0.21,
15.097,0.08,0.04,0.41,0.37,
15.098,0.06,0.10,0.40,0.29,
15.099,0.06,0.25,0.34,0.42,
15.100,0.12,0.06,0.29,0.34,
15.101,0.13,0.09,0.45,0.47,
15.102,0.15,0.11,0.41,0.38,
15.103,0.07,0.11,0.24,0.38,
15.104,0.11,0.09,0.29,0.30,
15.105,0.08,0.00,0.34,0.37,
15.106,0.14,0.06,0.40,0.35,
15.107,0.05,0.18,0.36,0.39,
15.108,0.03,0.12,0.33,0.39,
15.109,0.03,0.13,0.40,0.32,
15.110,0.00,0.11,0.33,0.29,
15.111,0.13,0.06,0.38,0.37,
15.112,0.11,0.07,0.29,0.28,
15.113,0.02,0.00,0.37,0.27,
15.114,0.08,0.03,0.35,0.41,
15.115,0.05,0.08,0.49,0.35,
15.116,0.07,0.00,0.36,0.34,
15.117,0.07,0.10,0.32,0.30,
15.118,0.03,0.20,0.40,0.35,
15.119,0.09,0.10,0.34,0.26,
15.120,0.07,0.03,0.38,0.28,
15.121,0.16,0.16,0.36,0.23,
15.122,0.10,0.08,0.36,0.34,
15.123,0.06,0.00,0.42,0.45,
15.124,0.04,0.04,0.24,0.34,
15.125,0.10,0.06,0.24,0.35,
15.126,0.07,0.08,0.35,0.35,
15.127,0.01,0.10,0.38,0.36,
15.128,0.10,0.03,0.38,0.24,
15.129,0.03,0.13,0.37,0.23,
15.130,0.21,0.09,0.30,0.38,
15.131,0.09,0.06,0.29,0.22,
15.132,0.06,0.12,0.26,0.40,
15.133,0.16,0.03,0.33,0.28,
15.134,0.12,0.09,0.27,0.34,
15.135,0.01,0.11,0.19,0.40,
15.136,0.02,0.00,0.34,0.30,
15.137,0.08,0.08,0.39,0.44,
15.138,0.00,0.06,0.41,0.41,
15.139,0.04,0.03,0.44,0.31,
15.140,0.06,0.07,0.32,0.39,
15.141,0.14,0.00,0.29,0.26,
15.142,0.10,0.00,0.27,0.37,
15.143,0.06,0.10,0.38,0.38,
15.144,0.05,0.09,0.37,0.41,
15.145,0.15,0.02,0.30,0.38,
15.146,0.16,0.12,0.30,0.27,
15.147,0.15,0.10,0.26,0.38,
15.148,0.09,0.00,0.38,0.32,
15.149,0.20,0.00,0.33,0.37,
15.150,0.11,0.00,0.40,0.41,
15.151,0.08,0.13,0.36,0.21,
15.152,0.20,0.00,0.35,0.33,
15.153,0.05,0.03,0.36,0.35,
15.154,0.17,0.00,0.32,0.35,
15.155,0.09,0.11,0.18,0.35,
15.156,0.14,0.12,0.37,0.36,
15.157,0.16,0.01,0.24,0.37,
15.158,0.16,0.13,0.15,0.29,
15.159,0.15,0.13,0.31,0.25,
15.160,0.20,0.02,0.30,0.31,
15.161,0.18,0.16,0.33,0.29,
15.162,0.06,0.00,0.18,0.35,
15.163,0.09,0.02,0.27,0.18,
15.164,0.12,0.07,0.33,0.11,
15.165,0.15,0.06,0.29,0.17,
15.166,0.03,0.00,0.39,0.38,
15.167,0.09,0.12,0.31,0.34,
15.168,0.11,0.03,0.30,0.22,
15.169,0.12,0.00,0.31,0.27,
15.170,0.01,0.00,0.30,0.27,
15.171,0.02,0.08,0.25,0.29,
15.172,0.22,0.00,0.31,0.29,
15.173,0.11,0.01,0.26,0.35,
15.174,0.11,0.00,0.31,0.40,
15.175,0.02,0.06,0.36,0.33,
15.176,0.09,0.15,0.29,0.39,
15.177,0.06,0.10,0.23,0.41,
15.178,0.13,0.10,0.44,0.34,
15.179,0.06,0.19,0.35,0.33,
15.180,0.02,0.07,0.35,0.37,
15.181,0.10,0.12,0.34,0.31,
15.182,0.06,0.10,0.38,0.35,
15.183,0.08,0.05,0.34,0.37,
15.184,0.09,0.00,0.27,0.37,
15.185,0.00,0.08,0.25,0.22,
15.186,0.00,0.10,0.26,0.31,
15.187,0.09,0.03,0.34,0.37,
15.188,0.08,0.00,0.48,0.36,
15.189,0.07,0.06,0.28,0.26,
15.190,0.11,0.10,0.29,0.30,
15.191,0.15,0.17,0.24,0.34,
15.192,0.06,0.15,0.29,0.24,
15.193,0.07,0.10,0.34,0.34,
15.194,0.16,0.09,0.31,0.25,
15.195,0.08,0.20,0.33,0.34,
15.196,0.08,0.15,0.29,0.35,
15.197,0.07,0.06,0.40,0.34,
15.198,0.16,0.07,0.37,0.33,
15.199,0.11,0.14,0.23,0.26,
15.200,0.10,0.00,0.37,0.35,
15.201,0.12,0.09,0.32,0.29,
15.202,0.00,0.16,0.31,0.36,
15.203,0.02,0.06,0.43,0.25,
15.204,0.00,0.01,0.33,0.22,
15.205,0.16,0.08,0.34,0.38,
15.206,0.12,0.00,0.39,0.26,
15.207,0.08,0.04,0.29,0.29,
15.208,0.17,0.15,0.37,0.30,
15.209,0.00,0.00,0.36,0.44,
15.210,0.00,0.11,0.25,0.31,
15.211,0.01,0.17,0.27,0.34,
15.212,0.00,0.22,0.34,0.35,
15.213,0.07,0.07,0.32,0.29,
15.214,0.06,0.03,0.32,0.35,
15.215,0.12,0.10,0.34,0.22,
15.216,0.00,0.03,0.29,0.32,
15.217,0.09,0.10,0.35,0.36,
15.218,0.06,0.00,0.39,0.26,
15.219,0.18,0.02,0.35,0.22,
15.220,0.18,0.00,0.43,0.25,
15.221,0.19,0.08,0.38,0.20,
15.222,0.07,0.13,0.46,0.32,
15.223,0.16,0.17,0.38,0.42,
15.224,0.00,0.07,0.40,0.29,
15.225,0.12,0.07,0.29,0.18,
15.226,0.08,0.17,0.37,0.24,
15.227,0.11,0.15,0.35,0.35,
15.228,0.02,0.13,0.29,0.17,
15.229,0.07,0.14,0.32,0.21,
15.230,0.04,0.17,0.37,0.27,
15.231,0.01,0.06,0.36,0.26,
15.232,0.10,0.07,0.33,0.20,
15.233,0.02,0.14,0.31,0.31,
15.234,0.09,0.17,0.37,0.30,
15.235,0.08,0.05,0.33,0.33,
15.236,0.02,0.16,0.47,0.32,
15.237,0.00,0.11,0.45,0.41,
15.238,0.05,0.17,0.42,0.24,
15.239,0.01,0.17,0.41,0.31,
15.240,0.01,0.10,0.41,0.25,
15.241,0.05,0.13,0.39,0.40,
15.242,0.01,0.26,0.47,0.24,
15.243,0.03,0.00,0.39,0.35,
