Time:2026/08/05 16:10:15
Observation Period:20.0s Sampling Interval:1ms
Elapsed Time,CH01,CH02,CH03,CH04,
Unit,[MPa],[MPa],[MPa],[MPa],
3.208,1.44,0.56,0.01,0.07,
3.209,1.34,0.64,0.01,0.09,
3.210,1.47,0.50,0.00,0.06,
3.211,1.22,0.54,0.00,0.00,
3.212,1.30,0.43,0.00,0.05,
3.213,1.32,0.56,0.00,0.06,
3.214,1.34,0.58,0.06,0.16,
3.215,1.34,0.41,0.04,0.12,
3.216,1.29,0.56,0.00,0.07,
3.217,1.33,0.43,0.06,0.05,
3.218,1.30,0.36,0.00,0.00,
3.219,1.33,0.35,0.03,0.13,
3.220,1.29,0.49,0.02,0.09,
3.221,1.18,0.57,0.11,0.08,
3.222,1.14,0.32,0.03,0.08,
3.223,1.24,0.51,0.00,0.10,
3.224,1.17,0.41,0.00,0.01,
3.225,1.17,0.48,0.00,0.10,
3.226,1.23,0.32,0.02,0.06,
3.227,1.12,0.41,0.03,0.10,
3.228,1.23,0.33,0.00,0.10,
3.229,1.18,0.53,0.00,0.01,
3.230,1.23,0.34,0.00,0.08,
3.231,1.15,0.39,0.00,0.04,
3.232,1.02,0.34,0.00,0.18,
3.233,1.02,0.16,0.00,0.08,
3.234,1.07,0.29,0.04,0.07,
3.235,1.11,0.40,0.00,0.05,
3.236,1.18,0.47,0.07,0.02,
3.237,1.20,0.39,0.00,0.08,
3.238,1.02,0.31,0.13,0.07,
3.239,0.95,0.34,0.09,0.00,
3.240,1.02,0.37,0.03,0.06,
3.241,1.07,0.38,0.02,0.01,
3.242,1.11,0.30,0.04,0.06,
3.243,0.98,0.44,0.00,0.07,
3.244,1.13,0.43,0.00,0.07,
3.245,1.00,0.32,0.01,0.00,
3.246,1.04,0.29,0.09,0.03,
3.247,1.05,0.20,0.03,0.00,
3.248,1.11,0.33,0.07,0.01,
3.249,0.98,0.29,0.00,0.03,
3.250,1.02,0.26,0.07,0.11,
3.251,0.93,0.31,0.00,0.00,
3.252,1.02,0.29,0.11,0.07,
3.253,0.99,0.30,0.10,0.00,
3.254,0.99,0.33,0.06,0.05,
3.255,1.00,0.27,0.15,0.02,
3.256,0.95,0.26,0.07,0.07,
3.257,1.02,0.20,0.07,0.03,
3.258,0.91,0.26,0.00,0.00,
3.259,0.92,0.25,0.08,0.00,
3.260,0.93,0.22,0.03,0.00,
3.261,0.99,0.15,0.11,0.13,
3.262,0.81,0.21,0.10,0.08,
3.263,0.95,0.26,0.02,0.01,
3.264,0.85,0.15,0.07,0.05,
3.265,0.86,0.13,0.00,0.03,
3.266,0.81,0.03,0.02,0.11,
3.267,0.84,0.05,0.00,0.09,
3.268,0.80,0.16,0.07,0.00,
3.269,0.88,0.07,0.05,0.01,
3.270,0.77,0.00,0.02,0.05,
3.271,0.86,0.00,0.07,0.06,
3.272,0.80,0.12,0.15,0.00,
3.273,0.76,0.11,0.06,0.00,
3.274,0.74,0.16,0.04,0.00,
3.275,0.96,0.14,0.12,0.00,
3.276,0.79,0.03,0.00,0.00,
3.277,0.84,0.26,0.10,0.00,
3.278,0.76,0.16,0.07,0.00,
3.279,0.69,0.00,0.00,0.00,
3.280,0.69,0.05,0.08,0.00,
3.281,0.68,0.00,0.09,0.05,
3.282,0.69,0.00,0.12,0.07,
3.283,0.80,0.07,0.12,0.02,
3.284,0.70,0.03,0.22,0.06,
3.285,0.69,0.02,0.00,0.11,
3.286,0.68,0.05,0.06,0.01,
3.287,0.77,0.00,0.10,0.00,
3.288,0.86,0.15,0.21,0.07,
3.289,0.82,0.15,0.14,0.00,
3.290,0.70,0.11,0.08,0.05,
3.291,0.70,0.02,0.09,0.03,
3.292,0.65,0.11,0.12,0.07,
3.293,0.74,0.06,0.16,0.00,
3.294,0.64,0.05,0.18,0.09,
3.295,0.74,0.00,0.15,0.00,
3.296,0.68,0.08,0.01,0.03,
3.297,0.66,0.23,0.00,0.03,
3.298,0.71,0.19,0.10,0.00,
3.299,0.67,0.07,0.09,0.02,
3.300,0.56,0.07,0.07,0.06,
3.301,0.67,0.14,0.05,0.07,
3.302,0.65,0.12,0.02,0.14,
3.303,0.62,0.15,0.07,0.05,
3.304,0.59,0.06,0.00,0.00,
3.305,0.48,0.07,0.08,0.00,
3.306,0.45,0.11,0.00,0.00,
3.307,0.52,0.00,0.03,0.02,
3.308,0.50,0.00,0.10,0.00,
3.309,0.53,0.09,0.03,0.00,
3.310,0.54,0.00,0.05,0.00,
3.311,0.62,0.04,0.06,0.00,
3.312,0.67,0.00,0.09,0.00,
3.313,0.69,0.00,0.08,0.00,
3.314,0.70,0.03,0.14,0.01,
3.315,0.62,0.01,0.14,0.03,
3.316,0.61,0.00,0.00,0.09,
3.317,0.59,0.04,0.14,0.06,
3.318,0.57,0.03,0.03,0.01,
3.319,0.53,0.02,0.10,0.07,
3.320,0.57,0.08,0.04,0.07,
3.321,0.53,0.05,0.00,0.05,
3.322,0.52,0.10,0.12,0.03,
3.323,0.56,0.11,0.12,0.06,
3.324,0.48,0.00,0.07,0.10,
3.325,0.55,0.01,0.06,0.07,
3.326,0.51,0.00,0.10,0.00,
3.327,0.56,0.04,0.24,0.15,
3.328,0.52,0.01,0.00,0.12,
3.329,0.50,0.00,0.19,0.00,
3.330,0.61,0.00,0.04,0.00,
3.331,0.64,0.02,0.00,0.05,
3.332,0.50,0.00,0.00,0.00,
3.333,0.44,0.10,0.03,0.00,
3.334,0.45,0.03,0.07,0.05,
3.335,0.35,0.00,0.18,0.06,
3.336,0.43,0.00,0.04,0.02,
3.337,0.49,0.08,0.16,0.08,
3.338,0.41,0.10,0.19,0.10,
3.339,0.39,0.11,0.06,0.14,
3.340,0.38,0.00,0.13,0.13,
3.341,0.49,0.00,0.03,0.03,
3.342,0.47,0.01,0.11,0.06,
3.343,0.46,0.04,0.04,0.06,
3.344,0.45,0.00,0.07,0.10,
3.345,0.39,0.09,0.03,0.11,
3.346,0.37,0.07,0.07,0.13,
3.347,0.43,0.00,0.02,0.15,
3.348,0.47,0.00,0.08,0.10,
3.349,0.37,0.05,0.09,0.07,
3.350,0.41,0.03,0.20,0.09,
3.351,0.32,0.02,0.03,0.07,
3.352,0.24,0.06,0.06,0.00,
3.353,0.36,0.10,0.19,0.01,
3.354,0.35,0.01,0.19,0.02,
3.355,0.29,0.00,0.02,0.04,
3.356,0.36,0.00,0.11,0.15,
3.357,0.36,0.02,0.07,0.07,
3.358,0.43,0.08,0.23,0.04,
3.359,0.36,0.00,0.12,0.00,
3.360,0.36,0.01,0.11,0.13,
3.361,0.40,0.00,0.18,0.05,
3.362,0.32,0.00,0.26,0.15,
3.363,0.29,0.00,0.24,0.20,
3.364,0.32,0.00,0.16,0.07,
3.365,0.32,0.00,0.12,0.15,
3.366,0.37,0.00,0.18,0.14,
3.367,0.45,0.00,0.05,0.16,
3.368,0.39,0.03,0.20,0.09,
3.369,0.37,0.00,0.16,0.00,
3.370,0.30,0.02,0.16,0.10,
3.371,0.39,0.00,0.16,0.07,
3.372,0.33,0.00,0.18,0.06,
3.373,0.20,0.00,0.12,0.02,
3.374,0.26,0.06,0.17,0.03,
3.375,0.39,0.10,0.19,0.00,
3.376,0.32,0.07,0.05,0.01,
3.377,0.28,0.03,0.18,0.15,
3.378,0.30,0.02,0.15,0.18,
3.379,0.22,0.09,0.22,0.13,
3.380,0.24,0.05,0.20,0.09,
3.381,0.33,0.12,0.17,0.03,
3.382,0.39,0.00,0.18,0.02,
3.383,0.21,0.00,0.04,0.02,
3.384,0.27,0.00,0.09,0.19,
3.385,0.23,0.07,0.20,0.00,
3.386,0.21,0.01,0.06,0.01,
3.387,0.37,0.00,0.09,0.04,
3.388,0.25,0.00,0.23,0.00,
3.389,0.28,0.00,0.16,0.07,
3.390,0.48,0.00,0.17,0.02,
3.391,0.22,0.00,0.14,0.00,
3.392,0.28,0.00,0.08,0.11,
3.393,0.27,0.00,0.00,0.00,
3.394,0.25,0.02,0.22,0.02,
3.395,0.24,0.00,0.08,0.00,
3.396,0.24,0.00,0.14,0.00,
3.397,0.23,0.05,0.06,0.01,
3.398,0.24,0.00,0.00,0.08,
3.399,0.26,0.00,0.00,0.00,
3.400,0.33,0.04,0.08,0.00,
3.401,0.33,0.00,0.04,0.07,
3.402,0.22,0.00,0.17,0.10,
3.403,0.28,0.00,0.21,0.13,
3.404,0.19,0.00,0.01,0.00,
3.405,0.28,0.00,0.00,0.00,
3.406,0.19,0.00,0.00,0.01,
3.407,0.25,0.00,0.00,0.04,
3.408,0.24,0.00,0.00,0.00,
3.409,0.28,0.00,0.00,0.00,
3.410,0.20,0.00,0.06,0.12,
3.411,0.16,0.00,0.00,0.00,
3.412,0.30,0.00,0.07,0.00,
3.413,0.20,0.00,0.00,0.00,
3.414,0.19,0.00,0.00,0.17,
3.415,0.22,0.00,0.00,0.04,
3.416,0.20,0.12,0.06,0.00,
3.417,0.18,0.00,0.00,0.02,
3.418,0.21,0.00,0.05,0.03,
3.419,0.28,0.00,0.11,0.04,
3.420,0.16,0.00,0.11,0.07,
3.421,0.17,0.00,0.12,0.00,
3.422,0.17,0.07,0.01,0.05,
3.423,0.20,0.00,0.10,0.21,
3.424,0.10,0.00,0.10,0.11,
3.425,0.16,0.00,0.08,0.13,
3.426,0.21,0.00,0.04,0.08,
3.427,0.14,0.00,0.12,0.09,
3.428,0.07,0.01,0.03,0.12,
3.429,0.15,0.00,0.00,0.10,
3.430,0.11,0.00,0.00,0.06,
3.431,0.17,0.00,0.00,0.00,
3.432,0.22,0.00,0.00,0.13,
3.433,0.14,0.00,0.15,0.07,
3.434,0.16,0.01,0.00,0.15,
3.435,0.18,0.00,0.06,0.14,
3.436,0.11,0.00,0.07,0.17,
3.437,0.09,0.00,0.02,0.24,
3.438,0.06,0.00,0.00,0.18,
3.439,0.27,0.06,0.02,0.08,
3.440,0.20,0.00,0.10,0.00,
3.441,0.12,0.00,0.00,0.00,
3.442,0.16,0.11,0.11,0.13,
3.443,0.17,0.00,0.09,0.04,
3.444,0.10,0.00,0.04,0.00,
3.445,0.06,0.00,0.04,0.17,
3.446,0.20,0.00,0.12,0.28,
3.447,0.08,0.00,0.08,0.20,
3.448,0.14,0.00,0.08,0.00,
3.449,0.07,0.00,0.01,0.10,
3.450,0.15,0.00,0.00,0.08,
3.451,0.19,0.00,0.14,0.14,
3.452,0.11,0.00,0.00,0.08,
3.453,0.03,0.03,0.20,0.09,
3.454,0.14,0.00,0.00,0.07,
3.455,0.13,0.05,0.04,0.28,
3.456,0.05,0.01,0.00,0.23,
3.457,0.04,0.18,0.07,0.06,
3.458,0.13,0.01,0.10,0.04,
3.459,0.08,0.00,0.01,0.08,
3.460,0.05,0.01,0.06,0.06,
3.461,0.12,0.00,0.07,0.03,
3.462,0.09,0.03,0.01,0.11,
3.463,0.15,0.04,0.07,0.05,
3.464,0.09,0.14,0.04,0.01,
3.465,0.13,0.00,0.17,0.00,
3.466,0.03,0.00,0.13,0.04,
3.467,0.09,0.00,0.12,0.00,
3.468,0.14,0.00,0.18,0.00,
3.469,0.09,0.00,0.12,0.00,
3.470,0.13,0.00,0.07,0.01,
3.471,0.11,0.00,0.12,0.09,
3.472,0.02,0.00,0.08,0.12,
3.473,0.24,0.00,0.00,0.04,
3.474,0.24,0.00,0.06,0.04,
3.475,0.21,0.00,0.16,0.07,
3.476,0.17,0.00,0.10,0.02,
3.477,0.12,0.07,0.09,0.03,
3.478,0.15,0.00,0.00,0.03,
3.479,0.15,0.00,0.04,0.17,
3.480,0.15,0.00,0.09,0.00,
3.481,0.07,0.00,0.00,0.00,
3.482,0.11,0.00,0.00,0.04,
3.483,0.28,0.00,0.00,0.11,
3.484,0.28,0.06,0.00,0.11,
3.485,0.25,0.00,0.07,0.08,
3.486,0.08,0.00,0.05,0.00,
3.487,0.16,0.00,0.11,0.00,
3.488,0.12,0.00,0.04,0.00,
3.489,0.00,0.11,0.12,0.00,
3.490,0.04,0.00,0.05,0.00,
3.491,0.08,0.00,0.04,0.00,
3.492,0.14,0.00,0.03,0.06,
3.493,0.12,0.01,0.00,0.05,
3.494,0.00,0.00,0.16,0.04,
3.495,0.15,0.00,0.08,0.08,
3.496,0.10,0.00,0.07,0.00,
3.497,0.11,0.00,0.03,0.10,
3.498,0.15,0.00,0.09,0.12,
3.499,0.17,0.00,0.05,0.02,
3.500,0.09,0.00,0.00,0.05,
3.501,0.00,0.00,0.00,0.00,
3.502,0.00,0.00,0.00,0.00,
3.503,0.00,0.00,0.00,0.04,
3.504,0.00,0.09,0.10,0.06,
3.505,0.00,0.00,0.06,0.03,
3.506,0.00,0.00,0.12,0.00,
3.507,0.00,0.00,0.01,0.00,
3.508,0.10,0.00,0.07,0.10,
3.509,0.09,0.00,0.00,0.01,
3.510,0.11,0.03,0.15,0.10,
3.511,0.04,0.00,0.05,0.01,
3.512,0.13,0.00,0.01,0.00,
3.513,0.07,0.03,0.00,0.04,
3.514,0.06,0.10,0.03,0.00,
3.515,0.08,0.00,0.04,0.00,
3.516,0.00,0.00,0.02,0.00,
3.517,0.08,0.08,0.01,0.00,
3.518,0.00,0.06,0.02,0.02,
3.519,0.03,0.00,0.00,0.03,
3.520,0.00,0.00,0.02,0.00,
3.521,0.11,0.12,0.01,0.00,
3.522,0.02,0.08,0.00,0.05,
3.523,0.01,0.11,0.00,0.00,
3.524,0.00,0.01,0.02,0.08,
3.525,0.00,0.14,0.00,0.00,
3.526,0.06,0.18,0.06,0.08,
3.527,0.08,0.00,0.01,0.04,
3.528,0.05,0.07,0.06,0.03,
3.529,0.02,0.11,0.00,0.00,
3.530,0.05,0.13,0.07,0.11,
3.531,0.00,0.09,0.15,0.08,
3.532,0.00,0.04,0.07,0.10,
3.533,0.07,0.00,0.06,0.02,
3.534,0.00,0.04,0.15,0.09,
3.535,0.00,0.00,0.00,0.03,
3.536,0.01,0.03,0.00,0.04,
3.537,0.00,0.02,0.13,0.00,
3.538,0.00,0.02,0.07,0.00,
3.539,0.00,0.04,0.12,0.12,
3.540,0.00,0.02,0.00,0.12,
3.541,0.00,0.02,0.01,0.01,
3.542,0.00,0.19,0.02,0.08,
3.543,0.00,0.05,0.12,0.04,
3.544,0.04,0.00,0.01,0.00,
3.545,0.00,0.00,0.00,0.00,
3.546,0.00,0.00,0.12,0.00,
3.547,0.02,0.11,0.02,0.00,
3.548,0.00,0.00,0.00,0.00,
3.549,0.00,0.00,0.00,0.00,
3.550,0.00,0.00,0.05,0.00,
3.551,0.00,0.00,0.04,0.00,
3.552,0.00,0.01,0.14,0.00,
3.553,0.00,0.09,0.00,0.00,
3.554,0.09,0.08,0.07,0.03,
3.555,0.08,0.01,0.13,0.00,
3.556,0.05,0.00,0.18,0.00,
3.557,0.00,0.07,0.12,0.00,
3.558,0.02,0.00,0.03,0.00,
3.559,0.06,0.00,0.06,0.00,
3.560,0.00,0.15,0.07,0.04,
3.561,0.00,0.05,0.19,0.00,
3.562,0.00,0.02,0.24,0.00,
3.563,0.00,0.01,0.06,0.00,
3.564,0.00,0.08,0.07,0.04,
3.565,0.03,0.06,0.04,0.00,
3.566,0.01,0.00,0.02,0.04,
3.567,0.02,0.04,0.11,0.07,
3.568,0.10,0.04,0.16,0.05,
3.569,0.05,0.16,0.09,0.11,
3.570,0.00,0.02,0.06,0.12,
3.571,0.12,0.14,0.00,0.00,
3.572,0.09,0.00,0.05,0.06,
3.573,0.00,0.00,0.12,0.11,
3.574,0.08,0.01,0.12,0.02,
3.575,0.05,0.11,0.09,0.00,
3.576,0.01,0.06,0.04,0.07,
3.577,0.00,0.12,0.01,0.00,
3.578,0.06,0.19,0.19,0.03,
3.579,0.00,0.09,0.11,0.00,
3.580,0.00,0.01,0.09,0.01,
3.581,0.08,0.03,0.08,0.00,
3.582,0.04,0.06,0.01,0.02,
3.583,0.00,0.00,0.00,0.00,
3.584,0.02,0.07,0.00,0.00,
3.585,0.00,0.03,0.00,0.00,
3.586,0.08,0.02,0.00,0.13,
3.587,0.00,0.12,0.03,0.02,
3.588,0.02,0.13,0.07,0.05,
3.589,0.04,0.08,0.04,0.00,
3.590,0.01,0.09,0.00,0.08,
3.591,0.09,0.10,0.00,0.03,
3.592,0.04,0.04,0.00,0.00,
3.593,0.13,0.02,0.02,0.05,
3.594,0.00,0.00,0.04,0.03,
3.595,0.05,0.02,0.00,0.01,
3.596,0.00,0.00,0.08,0.05,
3.597,0.00,0.00,0.02,0.04,
3.598,0.00,0.12,0.10,0.07,
3.599,0.00,0.05,0.08,0.11,
3.600,0.00,0.09,0.02,0.00,
3.601,0.00,0.03,0.00,0.04,
3.602,0.00,0.00,0.10,0.11,
3.603,0.14,0.00,0.00,0.17,
3.604,0.00,0.00,0.00,0.00,
3.605,0.07,0.05,0.05,0.04,
3.606,0.00,0.00,0.02,0.04,
3.607,0.17,0.05,0.01,0.06,
3.608,0.00,0.02,0.04,0.11,
3.609,0.00,0.07,0.04,0.00,
3.610,0.00,0.00,0.14,0.04,
3.611,0.09,0.00,0.08,0.00,
3.612,0.00,0.00,0.00,0.07,
3.613,0.02,0.00,0.01,0.12,
3.614,0.00,0.03,0.00,0.15,
3.615,0.00,0.00,0.08,0.17,
3.616,0.04,0.03,0.00,0.02,
3.617,0.02,0.00,0.10,0.00,
3.618,0.00,0.10,0.00,0.00,
3.619,0.10,0.00,0.07,0.00,
3.620,0.05,0.00,0.13,0.00,
3.621,0.06,0.00,0.10,0.01,
3.622,0.00,0.00,0.01,0.00,
3.623,0.02,0.01,0.05,0.00,
3.624,0.14,0.06,0.15,0.09,
3.625,0.09,0.00,0.00,0.00,
3.626,0.06,0.07,0.06,0.02,
3.627,0.04,0.00,0.08,0.12,
3.628,0.02,0.00,0.14,0.00,
3.629,0.03,0.00,0.12,0.00,
3.630,0.03,0.00,0.17,0.00,
3.631,0.01,0.04,0.01,0.07,
3.632,0.09,0.12,0.25,0.00,
3.633,0.09,0.03,0.11,0.03,
3.634,0.08,0.03,0.09,0.09,
3.635,0.10,0.06,0.07,0.00,
3.636,0.03,0.00,0.16,0.05,
3.637,0.10,0.00,0.00,0.03,
3.638,0.00,0.00,0.00,0.03,
3.639,0.06,0.05,0.04,0.10,
3.640,0.00,0.00,0.05,0.13,
3.641,0.04,0.03,0.18,0.00,
3.642,0.03,0.10,0.14,0.09,
3.643,0.02,0.00,0.12,0.10,
3.644,0.09,0.07,0.06,0.00,
3.645,0.02,0.00,0.11,0.03,
3.646,0.08,0.00,0.04,0.01,
3.647,0.00,0.10,0.15,0.00,
3.648,0.09,0.00,0.05,0.00,
3.649,0.00,0.00,0.13,0.00,
3.650,0.08,0.00,0.17,0.00,
3.651,0.00,0.00,0.03,0.00,
3.652,0.09,0.00,0.00,0.00,
3.653,0.08,0.00,0.06,0.00,
3.654,0.07,0.00,0.04,0.00,
3.655,0.00,0.03,0.17,0.00,
3.656,0.12,0.00,0.12,0.02,
3.657,0.00,0.00,0.11,0.00,
3.658,0.00,0.01,0.14,0.00,
3.659,0.03,0.01,0.10,0.10,
3.660,0.06,0.00,0.00,0.12,
3.661,0.05,0.07,0.09,0.17,
3.662,0.03,0.00,0.04,0.08,
3.663,0.00,0.00,0.21,0.07,
3.664,0.06,0.00,0.05,0.11,
3.665,0.00,0.00,0.06,0.02,
3.666,0.04,0.02,0.24,0.07,
3.667,0.02,0.03,0.09,0.06,
3.668,0.13,0.00,0.13,0.04,
3.669,0.06,0.00,0.21,0.07,
3.670,0.04,0.00,0.14,0.07,
3.671,0.07,0.00,0.01,0.10,
3.672,0.02,0.06,0.00,0.06,
3.673,0.08,0.06,0.03,0.13,
3.674,0.16,0.00,0.09,0.15,
3.675,0.10,0.00,0.03,0.00,
3.676,0.13,0.00,0.10,0.00,
3.677,0.07,0.00,0.02,0.05,
3.678,0.09,0.00,0.00,0.13,
3.679,0.06,0.02,0.00,0.16,
3.680,0.07,0.00,0.00,0.11,
3.681,0.03,0.13,0.00,0.05,
3.682,0.00,0.20,0.00,0.00,
3.683,0.06,0.03,0.01,0.00,
3.684,0.00,0.00,0.03,0.08,
3.685,0.07,0.00,0.00,0.07,
3.686,0.14,0.04,0.00,0.03,
3.687,0.10,0.04,0.05,0.09,
3.688,0.12,0.00,0.10,0.13,
3.689,0.13,0.15,0.06,0.04,
3.690,0.01,0.14,0.08,0.02,
3.691,0.00,0.07,0.05,0.16,
3.692,0.05,0.00,0.08,0.06,
3.693,0.00,0.11,0.00,0.01,
3.694,0.01,0.09,0.07,0.00,
3.695,0.14,0.02,0.06,0.05,
3.696,0.00,0.10,0.05,0.00,
3.697,0.12,0.19,0.00,0.00,
3.698,0.17,0.10,0.04,0.03,
3.699,0.20,0.00,0.03,0.11,
3.700,0.09,0.01,0.00,0.09,
3.701,0.02,0.11,0.06,0.03,
3.702,0.05,0.03,0.04,0.04,
3.703,0.12,0.00,0.10,0.06,
3.704,0.00,0.09,0.09,0.14,
3.705,0.03,0.10,0.10,0.16,
3.706,0.20,0.12,0.07,0.03,
3.707,0.05,0.09,0.06,0.07,
3.708,0.00,0.13,0.00,0.15,
3.709,0.00,0.04,0.00,0.08,
3.710,0.00,0.05,0.06,0.00,
3.711,0.06,0.01,0.02,0.09,
3.712,0.01,0.00,0.00,0.09,
3.713,0.12,0.05,0.00,0.12,
3.714,0.10,0.05,0.03,0.02,
3.715,0.21,0.18,0.08,0.06,
3.716,0.12,0.06,0.03,0.00,
3.717,0.07,0.12,0.00,0.22,
3.718,0.11,0.03,0.04,0.16,
3.719,0.17,0.12,0.10,0.11,
3.720,0.17,0.02,0.02,0.05,
3.721,0.14,0.10,0.00,0.04,
3.722,0.18,0.07,0.07,0.05,
3.723,0.05,0.00,0.14,0.03,
3.724,0.17,0.00,0.00,0.15,
3.725,0.14,0.04,0.02,0.14,
3.726,0.14,0.11,0.00,0.12,
3.727,0.00,0.00,0.00,0.20,
3.728,0.14,0.00,0.00,0.11,
3.729,0.02,0.00,0.00,0.12,
3.730,0.00,0.00,0.02,0.15,
3.731,0.14,0.00,0.00,0.19,
3.732,0.00,0.00,0.00,0.19,
3.733,0.02,0.14,0.02,0.14,
3.734,0.10,0.07,0.05,0.03,
3.735,0.11,0.00,0.07,0.18,
3.736,0.06,0.06,0.00,0.09,
3.737,0.02,0.00,0.00,0.23,
3.738,0.00,0.03,0.00,0.33,
3.739,0.04,0.01,0.00,0.23,
3.740,0.00,0.00,0.00,0.22,
3.741,0.04,0.07,0.00,0.16,
3.742,0.07,0.08,0.00,0.19,
3.743,0.19,0.07,0.00,0.18,
3.744,0.00,0.00,0.00,0.12,
3.745,0.04,0.00,0.11,0.14,
3.746,0.03,0.02,0.00,0.26,
3.747,0.01,0.00,0.10,0.18,
3.748,0.09,0.03,0.04,0.19,
3.749,0.09,0.03,0.06,0.19,
3.750,0.05,0.00,0.00,0.12,
3.751,0.00,0.00,0.00,0.15,
3.752,0.04,0.04,0.00,0.09,
3.753,0.02,0.00,0.10,0.15,
3.754,0.02,0.00,0.05,0.06,
3.755,0.03,0.03,0.12,0.04,
3.756,0.00,0.03,0.00,0.21,
3.757,0.02,0.03,0.00,0.17,
3.758,0.01,0.00,0.05,0.10,
3.759,0.01,0.00,0.00,0.07,
3.760,0.06,0.05,0.02,0.13,
3.761,0.08,0.00,0.10,0.07,
3.762,0.02,0.00,0.02,0.12,
3.763,0.00,0.08,0.00,0.14,
3.764,0.04,0.05,0.10,0.04,
3.765,0.00,0.00,0.06,0.00,
3.766,0.04,0.00,0.03,0.04,
3.767,0.02,0.00,0.01,0.00,
3.768,0.11,0.00,0.04,0.17,
3.769,0.12,0.00,0.15,0.04,
3.770,0.00,0.00,0.00,0.01,
3.771,0.00,0.00,0.00,0.01,
3.772,0.17,0.00,0.06,0.00,
3.773,0.09,0.00,0.00,0.03,
3.774,0.07,0.00,0.00,0.00,
3.775,0.00,0.00,0.00,0.04,
3.776,0.00,0.03,0.05,0.00,
3.777,0.00,0.00,0.05,0.00,
3.778,0.04,0.00,0.00,0.01,
3.779,0.00,0.06,0.10,0.02,
3.780,0.00,0.00,0.05,0.10,
3.781,0.06,0.08,0.14,0.07,
3.782,0.01,0.11,0.00,0.03,
3.783,0.05,0.06,0.07,0.03,
3.784,0.00,0.04,0.11,0.10,
3.785,0.00,0.03,0.00,0.02,
3.786,0.00,0.04,0.00,0.00,
3.787,0.00,0.10,0.00,0.00,
3.788,0.13,0.03,0.00,0.09,
3.789,0.04,0.07,0.00,0.07,
3.790,0.06,0.07,0.00,0.00,
3.791,0.00,0.03,0.09,0.00,
3.792,0.09,0.00,0.00,0.02,
3.793,0.02,0.00,0.00,0.09,
3.794,0.02,0.05,0.00,0.16,
3.795,0.00,0.04,0.00,0.01,
3.796,0.00,0.09,0.00,0.05,
3.797,0.05,0.03,0.00,0.00,
3.798,0.11,0.02,0.00,0.00,
3.799,0.11,0.00,0.00,0.04,
3.800,0.08,0.08,0.06,0.00,
3.801,0.00,0.00,0.00,0.05,
3.802,0.00,0.00,0.00,0.00,
3.803,0.00,0.00,0.01,0.00,
3.804,0.00,0.00,0.01,0.00,
3.805,0.00,0.00,0.17,0.06,
3.806,0.00,0.03,0.10,0.00,
3.807,0.00,0.03,0.04,0.02,
3.808,0.00,0.02,0.00,0.00,
3.809,0.00,0.09,0.14,0.10,
3.810,0.00,0.00,0.04,0.03,
3.811,0.00,0.00,0.00,0.00,
3.812,0.00,0.00,0.00,0.00,
3.813,0.00,0.00,0.03,0.00,
3.814,0.00,0.00,0.11,0.00,
3.815,0.00,0.00,0.14,0.00,
3.816,0.00,0.00,0.02,0.00,
3.817,0.00,0.00,0.00,0.00,
3.818,0.00,0.00,0.10,0.00,
3.819,0.00,0.00,0.00,0.05,
3.820,0.00,0.00,0.00,0.00,
3.821,0.00,0.00,0.08,0.00,
3.822,0.00,0.00,0.00,0.00,
3.823,0.00,0.10,0.05,0.00,
3.824,0.00,0.00,0.00,0.00,
3.825,0.00,0.00,0.00,0.14,
3.826,0.00,0.00,0.01,0.00,
3.827,0.00,0.00,0.00,0.05,
3.828,0.00,0.00,0.00,0.00,
3.829,0.00,0.00,0.00,0.04,
3.830,0.00,0.00,0.02,0.03,
3.831,0.00,0.00,0.00,0.18,
3.832,0.00,0.00,0.02,0.02,
3.833,0.00,0.00,0.00,0.10,
3.834,0.01,0.01,0.02,0.06,
3.835,0.00,0.00,0.00,0.03,
3.836,0.00,0.00,0.02,0.00,
3.837,0.00,0.02,0.01,0.08,
3.838,0.00,0.00,0.00,0.07,
3.839,0.00,0.01,0.00,0.11,
3.840,0.00,0.00,0.00,0.14,
3.841,0.00,0.00,0.00,0.09,
3.842,0.00,0.09,0.00,0.00,
3.843,0.00,0.09,0.00,0.04,
3.844,0.00,0.03,0.03,0.07,
3.845,0.00,0.00,0.00,0.04,
3.846,0.00,0.00,0.08,0.06,
3.847,0.00,0.00,0.00,0.05,
3.848,0.00,0.00,0.07,0.03,
3.849,0.00,0.01,0.00,0.00,
3.850,0.00,0.07,0.00,0.04,
3.851,0.00,0.03,0.04,0.00,
3.852,0.00,0.00,0.05,0.12,
3.853,0.00,0.00,0.01,0.06,
3.854,0.00,0.00,0.00,0.21,
3.855,0.00,0.00,0.06,0.08,
3.856,0.01,0.00,0.00,0.06,
3.857,0.00,0.00,0.00,0.01,
3.858,0.00,0.00,0.01,0.04,
3.859,0.00,0.00,0.00,0.21,
3.860,0.00,0.00,0.00,0.05,
3.861,0.00,0.03,0.00,0.03,
3.862,0.00,0.00,0.00,0.14,
3.863,0.00,0.00,0.06,0.00,
3.864,0.08,0.00,0.00,0.07,
3.865,0.04,0.08,0.00,0.11,
3.866,0.09,0.00,0.00,0.06,
3.867,0.01,0.00,0.00,0.11,
3.868,0.00,0.00,0.00,0.06,
3.869,0.00,0.00,0.00,0.08,
