file,group,format,channel,cutoff_Hz,peak_error_pct,noise_reduction_x
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,75,-6.187067028419074,4.279738619515757
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,100,-6.1330927342775885,4.41372123490613
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,5,-21.175595810951805,1.1286073390612579
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,10,-6.48933986453106,8.365069270388922
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,15,-2.6169484062846284,7.033657743542094
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,20,-1.5035145732337765,7.2430911376327325
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,25,-1.1371410339933499,7.3258437267739485
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,30,-1.3408451770153758,6.929397890727044
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,40,-1.3930057392229755,6.191499241828781
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,50,-1.3624167868889705,4.9412953868479175
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,75,-1.3219016022025112,4.636180981306466
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V03,100,-1.317729097661522,4.643727728958137
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V04,5,-27.225236458548885,2.746077375480809
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V04,10,-10.36180103746625,11.334448286658914
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V04,15,-7.397355651315466,10.841039143287931
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V04,20,-5.3221774187919175,12.058273719761191
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V04,25,-5.243845740718607,11.33342114594178
067_190℃_120_1.5mm.csv,1.5mm_190℃,nr500,V04,30,-4.986441955916385,11.31755901508026
